park,year,PTP,species,sex,number,survey_class,ecoregion,latitude,longitude,plot,transect,point,water,wetland,shrub,dshrub,dec,mixed,spruce,baresnow,elev_m,jdate,radius,sound,obsnum
KATM,2005,165620108,AMRO,M,1,FIVE,AP,58.26893561,-155.7372496,16562,1,8,0.0,0.0,0.923809524,0.076190476,0.0,0.0,0.0,0.0,483.42804,131,150.0,0.5,1
KATM,2005,165620108,FOSP,M,1,FIVE,AP,58.26893561,-155.7372496,16562,1,8,0.0,0.0,0.923809524,0.076190476,0.0,0.0,0.0,0.0,483.42804,131,150.0,0.5,1
KATM,2005,184760115,ATSP,M,1,FIVE,AP,58.94965083,-155.7295749,18476,1,15,0.0,0.006349206,0.317460317,0.403174603,0.0,0.057142857,0.215873016,0.0,123.8771368,134,50.0,0.0,2
KATM,2005,172880104,FOSP,M,1,FIVE,AP,58.69282186,-154.337842,17288,1,4,0.0,0.0,0.516025641,0.423076923,0.0,0.0,0.0,0.060897436,619.8829895,143,150.0,0.0,2
KATM,2005,172880104,GCSP,M,1,FIVE,AP,58.69282186,-154.337842,17288,1,4,0.0,0.0,0.516025641,0.423076923,0.0,0.0,0.0,0.060897436,619.8829895,143,150.0,0.0,2
KATM,2005,172880104,ROPT,M,1,FIVE,AP,58.69282186,-154.337842,17288,1,4,0.0,0.0,0.516025641,0.423076923,0.0,0.0,0.0,0.060897436,619.8829895,143,150.0,0.0,2
LACL,2004,232700106,AMRO,M,1,FIVE,AR,60.96323627,-154.0279223,23270,1,6,0.441640379,0.201892745,0.334384858,0.0,0.0,0.022082019,0.0,0.0,373.7283429,146,150.0,0.0,1
LACL,2004,232700106,SAVS,M,1,FIVE,AR,60.96323627,-154.0279223,23270,1,6,0.441640379,0.201892745,0.334384858,0.0,0.0,0.022082019,0.0,0.0,373.7283429,146,150.0,0.0,1
LACL,2004,232700106,WCSP,M,1,FIVE,AR,60.96323627,-154.0279223,23270,1,6,0.441640379,0.201892745,0.334384858,0.0,0.0,0.022082019,0.0,0.0,373.7283429,146,150.0,0.0,1
LACL,2004,208800111,AMPI,M,1,FIVE,AR,60.14089999,-153.6238512,20880,1,11,0.00955414,0.0,0.579617834,0.318471338,0.0,0.0,0.025477707,0.066878981,582.8211429,141,150.0,0.0,1
LACL,2004,208800111,AMPI,M,1,FIVE,AR,60.14089999,-153.6238512,20880,1,11,0.00955414,0.0,0.579617834,0.318471338,0.0,0.0,0.025477707,0.066878981,582.8211429,141,150.0,0.0,1
LACL,2004,208800111,FOSP,M,1,FIVE,AR,60.14089999,-153.6238512,20880,1,11,0.00955414,0.0,0.579617834,0.318471338,0.0,0.0,0.025477707,0.066878981,582.8211429,141,150.0,0.0,1
LACL,2004,208800111,FOSP,M,1,FIVE,AR,60.14089999,-153.6238512,20880,1,11,0.00955414,0.0,0.579617834,0.318471338,0.0,0.0,0.025477707,0.066878981,582.8211429,141,150.0,0.0,1
LACL,2004,208800111,GCSP,M,1,FIVE,AR,60.14089999,-153.6238512,20880,1,11,0.00955414,0.0,0.579617834,0.318471338,0.0,0.0,0.025477707,0.066878981,582.8211429,141,150.0,0.0,1
KATM,2005,168090114,WIWA,M_U,2,FIVE,AP,58.53283019,-154.4575662,16809,1,14,0.0,0.0,0.851265823,0.025316456,0.0,0.0,0.0,0.123417722,249.4134857,142,50.0,0.2,2
LACL,2004,220750201,DEJU,U,1,FIVE,LH,60.55450995,-153.8219194,22075,2,1,0.0,0.0,0.696485623,0.0,0.025559105,0.124600639,0.153354633,0.0,607.58832,142,150.0,0.0,2
LACL,2004,220750201,SAVS,U,1,FIVE,LH,60.55450995,-153.8219194,22075,2,1,0.0,0.0,0.696485623,0.0,0.025559105,0.124600639,0.153354633,0.0,607.58832,142,150.0,0.0,2
LACL,2004,220750201,WCSP,U,1,FIVE,LH,60.55450995,-153.8219194,22075,2,1,0.0,0.0,0.696485623,0.0,0.025559105,0.124600639,0.153354633,0.0,607.58832,142,150.0,0.0,2
LACL,2004,220750201,WIPT,U,1,FIVE,LH,60.55450995,-153.8219194,22075,2,1,0.0,0.0,0.696485623,0.0,0.025559105,0.124600639,0.153354633,0.0,607.58832,142,150.0,0.0,2
LACL,2006,206450201,HETH,U,1,FIVE,AR,60.11900646,-152.8980485,20645,2,1,0.0,0.0,0.116352201,0.374213836,0.0,0.0,0.0,0.509433962,705.9488842,155,150.0,0.0,1
LACL,2004,218350102,FOSP,U,1,FIVE,LH,60.46335549,-153.8895479,21835,1,2,0.0,0.0,0.227564103,0.676282051,0.0,0.0,0.0,0.096153846,670.8648,140,150.0,0.0,2
LACL,2004,218350102,GCSP,U,1,FIVE,LH,60.46335549,-153.8895479,21835,1,2,0.0,0.0,0.227564103,0.676282051,0.0,0.0,0.0,0.096153846,670.8648,140,150.0,0.0,2
LACL,2004,218350102,HETH,U,1,FIVE,LH,60.46335549,-153.8895479,21835,1,2,0.0,0.0,0.227564103,0.676282051,0.0,0.0,0.0,0.096153846,670.8648,140,150.0,0.0,2
LACL,2004,218350102,ROPT,U,1,FIVE,LH,60.46335549,-153.8895479,21835,1,2,0.0,0.0,0.227564103,0.676282051,0.0,0.0,0.0,0.096153846,670.8648,140,150.0,0.0,2
LACL,2004,218350102,WIPT,U,1,FIVE,LH,60.46335549,-153.8895479,21835,1,2,0.0,0.0,0.227564103,0.676282051,0.0,0.0,0.0,0.096153846,670.8648,140,150.0,0.0,2
LACL,2004,218350102,WIPT,U,1,FIVE,LH,60.46335549,-153.8895479,21835,1,2,0.0,0.0,0.227564103,0.676282051,0.0,0.0,0.0,0.096153846,670.8648,140,150.0,0.0,2
LACL,2004,220750202,GCSP,U,1,FIVE,LH,60.55817854,-153.8163676,22075,2,2,0.0,0.0,0.330188679,0.003144654,0.0,0.254716981,0.411949686,0.0,625.32768,142,50.0,0.0,2
LACL,2004,220750202,HETH,U,1,FIVE,LH,60.55817854,-153.8163676,22075,2,2,0.0,0.0,0.330188679,0.003144654,0.0,0.254716981,0.411949686,0.0,625.32768,142,50.0,0.0,2
LACL,2004,220750202,WIWA,U,1,FIVE,LH,60.55817854,-153.8163676,22075,2,2,0.0,0.0,0.330188679,0.003144654,0.0,0.254716981,0.411949686,0.0,625.32768,142,50.0,0.0,2
LACL,2004,220750202,WIWA,U,1,FIVE,LH,60.55817854,-153.8163676,22075,2,2,0.0,0.0,0.330188679,0.003144654,0.0,0.254716981,0.411949686,0.0,625.32768,142,50.0,0.0,2
LACL,2004,220750202,YRWA,U,1,FIVE,LH,60.55817854,-153.8163676,22075,2,2,0.0,0.0,0.330188679,0.003144654,0.0,0.254716981,0.411949686,0.0,625.32768,142,50.0,0.0,2
LACL,2004,220750202,YRWA,U,1,FIVE,LH,60.55817854,-153.8163676,22075,2,2,0.0,0.0,0.330188679,0.003144654,0.0,0.254716981,0.411949686,0.0,625.32768,142,50.0,0.0,2
LACL,2004,208750401,DEJU,U,1,FIVE,AR,60.03675442,-154.5723316,20875,4,1,0.0,0.0,0.946031746,0.053968254,0.0,0.0,0.0,0.0,363.5782737,139,150.0,0.0,1
LACL,2004,208750401,FOSP,U,1,FIVE,AR,60.03675442,-154.5723316,20875,4,1,0.0,0.0,0.946031746,0.053968254,0.0,0.0,0.0,0.0,363.5782737,139,150.0,0.0,1
KATM,2006,160910201,FOSP,U,1,FIVE,AP,58.25021991,-154.4397577,16091,2,1,0.0,0.0,0.83974359,0.028846154,0.0,0.0,0.0,0.131410256,401.6943158,150,150.0,0.0,1
LACL,2004,223180102,WIPT,U,1,FIVE,AR,60.71852845,-153.0448875,22318,1,2,0.0,0.0,0.851735016,0.148264984,0.0,0.0,0.0,0.0,784.29612,149,150.0,0.0,1
LACL,2004,227920302,AMPI,U,1,FIVE,LH,60.8431205,-153.8403146,22792,3,2,0.0,0.0,0.0,0.412140575,0.0,0.0,0.0,0.587859425,1347.3176,145,150.0,0.0,2
LACL,2004,227920302,AMPI,U,1,FIVE,LH,60.8431205,-153.8403146,22792,3,2,0.0,0.0,0.0,0.412140575,0.0,0.0,0.0,0.587859425,1347.3176,145,150.0,0.0,2
LACL,2004,218350103,ATSP,U,1,FIVE,LH,60.46229493,-153.8996672,21835,1,3,0.0,0.0,0.248407643,0.675159236,0.0,0.0,0.0,0.076433121,651.06804,140,150.0,0.0,2
LACL,2004,218350103,ATSP,U,1,FIVE,LH,60.46229493,-153.8996672,21835,1,3,0.0,0.0,0.248407643,0.675159236,0.0,0.0,0.0,0.076433121,651.06804,140,150.0,0.0,2
LACL,2004,218350103,ATSP,U,1,FIVE,LH,60.46229493,-153.8996672,21835,1,3,0.0,0.0,0.248407643,0.675159236,0.0,0.0,0.0,0.076433121,651.06804,140,150.0,0.0,2
LACL,2004,218350103,FOSP,U,1,FIVE,LH,60.46229493,-153.8996672,21835,1,3,0.0,0.0,0.248407643,0.675159236,0.0,0.0,0.0,0.076433121,651.06804,140,150.0,0.0,2
LACL,2004,218350103,GCSP,U,1,FIVE,LH,60.46229493,-153.8996672,21835,1,3,0.0,0.0,0.248407643,0.675159236,0.0,0.0,0.0,0.076433121,651.06804,140,150.0,0.0,2
LACL,2004,218350103,GCSP,U,1,FIVE,LH,60.46229493,-153.8996672,21835,1,3,0.0,0.0,0.248407643,0.675159236,0.0,0.0,0.0,0.076433121,651.06804,140,150.0,0.0,2
LACL,2004,218350103,GCSP,U,1,FIVE,LH,60.46229493,-153.8996672,21835,1,3,0.0,0.0,0.248407643,0.675159236,0.0,0.0,0.0,0.076433121,651.06804,140,150.0,0.0,2
LACL,2004,218350103,ROPT,U,1,FIVE,LH,60.46229493,-153.8996672,21835,1,3,0.0,0.0,0.248407643,0.675159236,0.0,0.0,0.0,0.076433121,651.06804,140,150.0,0.0,2
LACL,2004,218350103,WIPT,U,1,FIVE,LH,60.46229493,-153.8996672,21835,1,3,0.0,0.0,0.248407643,0.675159236,0.0,0.0,0.0,0.076433121,651.06804,140,150.0,0.0,2
LACL,2004,218350103,WIWA,U,1,FIVE,LH,60.46229493,-153.8996672,21835,1,3,0.0,0.0,0.248407643,0.675159236,0.0,0.0,0.0,0.076433121,651.06804,140,150.0,0.0,2
KATM,2005,168030301,AMRO,U,1,FIVE,AP,58.36900212,-155.4297196,16803,3,1,0.0,0.0,0.373801917,0.31629393,0.10543131,0.0,0.115015974,0.089456869,289.7777143,134,150.0,0.0,1
KATM,2005,165620202,HETH,U,1,FIVE,AP,58.27204211,-155.7230679,16562,2,2,0.0,0.0,0.905362776,0.094637224,0.0,0.0,0.0,0.0,417.8647579,132,150.0,0.45,1
KATM,2005,170470201,WIPT,U,1,FIVE,AP,58.56580862,-154.5517833,17047,2,1,0.0,0.0,0.108280255,0.515923567,0.0,0.0,0.0,0.375796178,521.2721684,141,150.0,0.0,1
LACL,2004,220750203,DEJU,U,1,FIVE,LH,60.56128152,-153.8095579,22075,2,3,0.0,0.0,0.59807074,0.0,0.0,0.180064309,0.221864952,0.0,629.7168,142,150.0,0.0,2
LACL,2004,220750203,FOSP,U,1,FIVE,LH,60.56128152,-153.8095579,22075,2,3,0.0,0.0,0.59807074,0.0,0.0,0.180064309,0.221864952,0.0,629.7168,142,150.0,0.0,2
LACL,2004,220750203,GCSP,U,1,FIVE,LH,60.56128152,-153.8095579,22075,2,3,0.0,0.0,0.59807074,0.0,0.0,0.180064309,0.221864952,0.0,629.7168,142,150.0,0.0,2
LACL,2004,220750203,HETH,U,1,FIVE,LH,60.56128152,-153.8095579,22075,2,3,0.0,0.0,0.59807074,0.0,0.0,0.180064309,0.221864952,0.0,629.7168,142,150.0,0.0,2
LACL,2004,220750203,SAVS,U,1,FIVE,LH,60.56128152,-153.8095579,22075,2,3,0.0,0.0,0.59807074,0.0,0.0,0.180064309,0.221864952,0.0,629.7168,142,150.0,0.0,2
LACL,2004,220750203,WCSP,U,1,FIVE,LH,60.56128152,-153.8095579,22075,2,3,0.0,0.0,0.59807074,0.0,0.0,0.180064309,0.221864952,0.0,629.7168,142,150.0,0.0,2
LACL,2004,220750203,WIWA,U,1,FIVE,LH,60.56128152,-153.8095579,22075,2,3,0.0,0.0,0.59807074,0.0,0.0,0.180064309,0.221864952,0.0,629.7168,142,150.0,0.0,2
KATM,2006,163310302,FOSP,U,1,FIVE,AP,58.29168946,-154.4014526,16331,3,2,0.0,0.0,0.100946372,0.211356467,0.0,0.0,0.0,0.687697161,502.2462316,150,150.0,0.0,1
KATM,2006,163310302,FOSP,U,1,FIVE,AP,58.29168946,-154.4014526,16331,3,2,0.0,0.0,0.100946372,0.211356467,0.0,0.0,0.0,0.687697161,502.2462316,150,150.0,0.0,1
LACL,2004,213640101,GCSP,U,1,FIVE,AR,60.4070177,-152.5775925,21364,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,349.9745684,149,150.0,0.0,2
KATM,2006,160910202,HETH,U,1,FIVE,AP,58.25147795,-154.4481497,16091,2,2,0.0,0.0,0.287539936,0.21086262,0.0,0.0,0.0,0.501597444,553.8796571,150,150.0,0.0,1
KATM,2006,160910202,ROPT,U,1,FIVE,AP,58.25147795,-154.4481497,16091,2,2,0.0,0.0,0.287539936,0.21086262,0.0,0.0,0.0,0.501597444,553.8796571,150,150.0,0.0,1
KATM,2006,160910202,ROPT,U,1,FIVE,AP,58.25147795,-154.4481497,16091,2,2,0.0,0.0,0.287539936,0.21086262,0.0,0.0,0.0,0.501597444,553.8796571,150,150.0,0.0,1
KATM,2005,177590101,HETH,U,1,FIVE,AP,58.78336251,-155.5262795,17759,1,1,0.0,0.0,0.868167203,0.131832797,0.0,0.0,0.0,0.0,403.2068571,135,150.0,0.5,1
LACL,2004,232740203,DEJU,U,1,FIVE,AR,61.04707232,-153.2792309,23274,2,3,0.045016077,0.028938907,0.411575563,0.0,0.025723473,0.032154341,0.45659164,0.0,454.03008,148,50.0,0.3,1
LACL,2006,204060201,FOSP,U,1,FIVE,AR,60.01891882,-152.8694779,20406,2,1,0.006349206,0.0,0.977777778,0.0,0.0,0.0,0.015873016,0.0,366.1931368,155,150.0,0.0,1
LACL,2004,232700203,AMRO,U,1,FIVE,AR,60.9923856,-153.9177113,23270,2,3,0.0,0.0,0.61414791,0.0,0.273311897,0.064308682,0.048231511,0.0,594.9405714,147,50.0,0.0,1
LACL,2006,206450203,AMPI,U,1,FIVE,AR,60.12591801,-152.8835212,20645,2,3,0.0,0.0,0.003205128,0.153846154,0.0,0.0,0.0,0.842948718,715.0946667,155,150.0,0.0,1
LACL,2004,218350104,ATSP,U,1,FIVE,LH,60.46159093,-153.9087418,21835,1,4,0.0,0.0,0.353503185,0.630573248,0.0,0.0,0.0,0.015923567,650.5073684,140,150.0,0.0,2
LACL,2004,218350104,FOSP,U,1,FIVE,LH,60.46159093,-153.9087418,21835,1,4,0.0,0.0,0.353503185,0.630573248,0.0,0.0,0.0,0.015923567,650.5073684,140,150.0,0.0,2
LACL,2004,218350104,FOSP,U,1,FIVE,LH,60.46159093,-153.9087418,21835,1,4,0.0,0.0,0.353503185,0.630573248,0.0,0.0,0.0,0.015923567,650.5073684,140,150.0,0.0,2
LACL,2004,218350104,GCSP,U,1,FIVE,LH,60.46159093,-153.9087418,21835,1,4,0.0,0.0,0.353503185,0.630573248,0.0,0.0,0.0,0.015923567,650.5073684,140,150.0,0.0,2
LACL,2004,218350104,GCSP,U,1,FIVE,LH,60.46159093,-153.9087418,21835,1,4,0.0,0.0,0.353503185,0.630573248,0.0,0.0,0.0,0.015923567,650.5073684,140,150.0,0.0,2
LACL,2004,218350104,GCSP,U,1,FIVE,LH,60.46159093,-153.9087418,21835,1,4,0.0,0.0,0.353503185,0.630573248,0.0,0.0,0.0,0.015923567,650.5073684,140,150.0,0.0,2
LACL,2004,218350104,GCSP,U,1,FIVE,LH,60.46159093,-153.9087418,21835,1,4,0.0,0.0,0.353503185,0.630573248,0.0,0.0,0.0,0.015923567,650.5073684,140,150.0,0.0,2
LACL,2004,218350104,WIPT,U,1,FIVE,LH,60.46159093,-153.9087418,21835,1,4,0.0,0.0,0.353503185,0.630573248,0.0,0.0,0.0,0.015923567,650.5073684,140,150.0,0.0,2
LACL,2006,204060201,WIWA,U,1,FIVE,AR,60.01891882,-152.8694779,20406,2,1,0.006349206,0.0,0.977777778,0.0,0.0,0.0,0.015873016,0.0,366.1931368,155,150.0,0.0,1
LACL,2006,201670101,HETH,U,1,FIVE,AR,59.92238645,-152.897446,20167,1,1,0.176282051,0.0,0.653846154,0.0,0.080128205,0.057692308,0.032051282,0.0,206.7850286,156,150.0,0.5,1
LACL,2006,201670101,HETH,U,1,FIVE,AR,59.92238645,-152.897446,20167,1,1,0.176282051,0.0,0.653846154,0.0,0.080128205,0.057692308,0.032051282,0.0,206.7850286,156,150.0,0.5,1
LACL,2006,201670101,HETH,U,1,FIVE,AR,59.92238645,-152.897446,20167,1,1,0.176282051,0.0,0.653846154,0.0,0.080128205,0.057692308,0.032051282,0.0,206.7850286,156,150.0,0.5,1
LACL,2006,201670101,OCWA,U,1,FIVE,AR,59.92238645,-152.897446,20167,1,1,0.176282051,0.0,0.653846154,0.0,0.080128205,0.057692308,0.032051282,0.0,206.7850286,156,150.0,0.5,1
LACL,2006,201670101,OCWA,U,1,FIVE,AR,59.92238645,-152.897446,20167,1,1,0.176282051,0.0,0.653846154,0.0,0.080128205,0.057692308,0.032051282,0.0,206.7850286,156,150.0,0.5,1
LACL,2006,201670101,WIWA,U,1,FIVE,AR,59.92238645,-152.897446,20167,1,1,0.176282051,0.0,0.653846154,0.0,0.080128205,0.057692308,0.032051282,0.0,206.7850286,156,150.0,0.5,1
KATM,2005,168030302,HETH,U,1,FIVE,AP,58.36892601,-155.4397473,16803,3,2,0.0,0.0,0.22829582,0.080385852,0.286173633,0.083601286,0.321543408,0.0,292.3032,134,150.0,0.0,1
LACL,2004,208800101,AMPI,U,1,FIVE,AR,60.15935887,-153.6283719,20880,1,1,0.028571429,0.0,0.0,0.438095238,0.0,0.0,0.0,0.533333334,857.15856,141,150.0,0.0,1
LACL,2004,220750204,DEJU,U,1,FIVE,LH,60.56447268,-153.8029584,22075,2,4,0.0,0.0,0.304487179,0.044871795,0.0,0.099358974,0.551282051,0.0,620.5888421,142,150.0,0.0,2
LACL,2004,220750204,FOSP,U,1,FIVE,LH,60.56447268,-153.8029584,22075,2,4,0.0,0.0,0.304487179,0.044871795,0.0,0.099358974,0.551282051,0.0,620.5888421,142,150.0,0.0,2
LACL,2004,220750204,ROPT,U,1,FIVE,LH,60.56447268,-153.8029584,22075,2,4,0.0,0.0,0.304487179,0.044871795,0.0,0.099358974,0.551282051,0.0,620.5888421,142,150.0,0.0,2
KATM,2006,160910203,GCSP,U,1,FIVE,AP,58.24654528,-154.4452746,16091,2,3,0.0,0.0,0.720634921,0.107936508,0.0,0.0,0.0,0.171428571,437.5163368,150,150.0,0.0,1
KATM,2006,160910203,HETH,U,1,FIVE,AP,58.24654528,-154.4452746,16091,2,3,0.0,0.0,0.720634921,0.107936508,0.0,0.0,0.0,0.171428571,437.5163368,150,150.0,0.0,1
LACL,2004,206380101,AMPI,U,1,FIVE,AR,60.01025512,-154.1087382,20638,1,1,0.0,0.0,0.0,0.182389937,0.0,0.0,0.0,0.817610063,1056.902021,140,150.0,0.0,1
KATM,2005,172840402,ROPT,U,1,FIVE,AP,58.64858687,-154.9667127,17284,4,2,0.0,0.0,0.0,0.903536977,0.0,0.0,0.0,0.096463023,874.48644,140,150.0,0.0,2
KATM,2006,163310303,FOSP,U,1,FIVE,AP,58.28925426,-154.3941548,16331,3,3,0.0,0.0,0.387820513,0.240384615,0.0,0.0,0.0,0.371794872,433.832,150,150.0,0.45,1
KATM,2006,163310303,HETH,U,1,FIVE,AP,58.28925426,-154.3941548,16331,3,3,0.0,0.0,0.387820513,0.240384615,0.0,0.0,0.0,0.371794872,433.832,150,150.0,0.45,1
KATM,2005,177610303,SAVS,U,1,FIVE,AP,58.81041996,-155.2564892,17761,3,3,0.0,0.032051282,0.051282051,0.916666667,0.0,0.0,0.0,0.0,511.556,137,150.0,0.0,1
KATM,2005,177610303,SAVS,U,1,FIVE,AP,58.81041996,-155.2564892,17761,3,3,0.0,0.032051282,0.051282051,0.916666667,0.0,0.0,0.0,0.0,511.556,137,150.0,0.0,1
LACL,2004,227920304,AMPI,U,1,FIVE,LH,60.84881164,-153.8557008,22792,3,4,0.0,0.0,0.0,0.669871795,0.0,0.0,0.0,0.330128205,1259.205,145,150.0,0.0,2
KATM,2006,170520103,FOSP,U,1,FIVE,AP,58.62577049,-153.7972714,17052,1,3,0.08681672,0.0,0.91318328,0.0,0.0,0.0,0.0,0.0,334.27416,153,150.0,0.0,1
LACL,2004,230310203,AMRO,U,1,FIVE,AR,60.90371562,-153.9308262,23031,2,3,0.0,0.0,0.455696203,0.234177215,0.006329114,0.189873418,0.113924051,0.0,787.3304842,145,150.0,0.05,1
LACL,2004,230310203,SAVS,U,1,FIVE,AR,60.90371562,-153.9308262,23031,2,3,0.0,0.0,0.455696203,0.234177215,0.006329114,0.189873418,0.113924051,0.0,787.3304842,145,150.0,0.05,1
LACL,2004,232700204,WCSP,U,1,FIVE,AR,60.99257997,-153.9271462,23270,2,4,0.0,0.0,0.779552716,0.0,0.118210863,0.015974441,0.086261981,0.0,552.6701333,147,50.0,0.0,1
LACL,2004,232700204,YRWA,U,1,FIVE,AR,60.99257997,-153.9271462,23270,2,4,0.0,0.0,0.779552716,0.0,0.118210863,0.015974441,0.086261981,0.0,552.6701333,147,50.0,0.0,1
LACL,2004,218350105,ATSP,U,1,FIVE,LH,60.46074646,-153.9178091,21835,1,5,0.0,0.0,0.289389068,0.710610932,0.0,0.0,0.0,0.0,628.0476571,140,150.0,0.0,2
LACL,2004,218350105,ATSP,U,1,FIVE,LH,60.46074646,-153.9178091,21835,1,5,0.0,0.0,0.289389068,0.710610932,0.0,0.0,0.0,0.0,628.0476571,140,150.0,0.0,2
LACL,2004,218350105,FOSP,U,1,FIVE,LH,60.46074646,-153.9178091,21835,1,5,0.0,0.0,0.289389068,0.710610932,0.0,0.0,0.0,0.0,628.0476571,140,150.0,0.0,2
LACL,2004,218350105,GCSP,U,1,FIVE,LH,60.46074646,-153.9178091,21835,1,5,0.0,0.0,0.289389068,0.710610932,0.0,0.0,0.0,0.0,628.0476571,140,150.0,0.0,2
LACL,2004,218350105,GCSP,U,1,FIVE,LH,60.46074646,-153.9178091,21835,1,5,0.0,0.0,0.289389068,0.710610932,0.0,0.0,0.0,0.0,628.0476571,140,150.0,0.0,2
LACL,2004,218350105,GCSP,U,1,FIVE,LH,60.46074646,-153.9178091,21835,1,5,0.0,0.0,0.289389068,0.710610932,0.0,0.0,0.0,0.0,628.0476571,140,150.0,0.0,2
LACL,2004,218350105,GCSP,U,1,FIVE,LH,60.46074646,-153.9178091,21835,1,5,0.0,0.0,0.289389068,0.710610932,0.0,0.0,0.0,0.0,628.0476571,140,150.0,0.0,2
LACL,2004,218350105,GCSP,U,1,FIVE,LH,60.46074646,-153.9178091,21835,1,5,0.0,0.0,0.289389068,0.710610932,0.0,0.0,0.0,0.0,628.0476571,140,150.0,0.0,2
LACL,2004,218350105,HETH,U,1,FIVE,LH,60.46074646,-153.9178091,21835,1,5,0.0,0.0,0.289389068,0.710610932,0.0,0.0,0.0,0.0,628.0476571,140,150.0,0.0,2
LACL,2004,218350105,WCSP,U,1,FIVE,LH,60.46074646,-153.9178091,21835,1,5,0.0,0.0,0.289389068,0.710610932,0.0,0.0,0.0,0.0,628.0476571,140,150.0,0.0,2
LACL,2004,218350105,WIPT,U,1,FIVE,LH,60.46074646,-153.9178091,21835,1,5,0.0,0.0,0.289389068,0.710610932,0.0,0.0,0.0,0.0,628.0476571,140,150.0,0.0,2
LACL,2004,218350105,WIWA,U,1,FIVE,LH,60.46074646,-153.9178091,21835,1,5,0.0,0.0,0.289389068,0.710610932,0.0,0.0,0.0,0.0,628.0476571,140,150.0,0.0,2
LACL,2004,218350105,WIWA,U,1,FIVE,LH,60.46074646,-153.9178091,21835,1,5,0.0,0.0,0.289389068,0.710610932,0.0,0.0,0.0,0.0,628.0476571,140,150.0,0.0,2
LACL,2004,223180202,AMPI,U,1,FIVE,AR,60.73073762,-153.0452981,22318,2,2,0.0,0.0,0.0,0.71884984,0.0,0.0,0.0,0.28115016,1135.620632,150,150.0,0.0,1
LACL,2004,223180202,AMPI,U,1,FIVE,AR,60.73073762,-153.0452981,22318,2,2,0.0,0.0,0.0,0.71884984,0.0,0.0,0.0,0.28115016,1135.620632,150,150.0,0.0,1
KATM,2005,170390102,HETH,U,1,FIVE,AP,58.43539953,-155.9192831,17039,1,2,0.0,0.153354633,0.6485623,0.182108626,0.0,0.0,0.0,0.0,281.1417143,133,150.0,0.1,2
LACL,2006,201670201,HETH,U,1,FIVE,AR,59.93534773,-152.9136184,20167,2,1,0.217252396,0.0,0.642172524,0.0,0.0,0.0,0.14057508,0.0,201.4728,156,150.0,0.45,1
LACL,2004,220750205,AMRO,U,1,FIVE,LH,60.56701591,-153.7952184,22075,2,5,0.0,0.0,0.387820513,0.157051282,0.0,0.211538462,0.243589744,0.0,629.24055,142,150.0,0.0,2
LACL,2004,220750205,DEJU,U,1,FIVE,LH,60.56701591,-153.7952184,22075,2,5,0.0,0.0,0.387820513,0.157051282,0.0,0.211538462,0.243589744,0.0,629.24055,142,150.0,0.0,2
LACL,2004,220750205,DEJU,U,1,FIVE,LH,60.56701591,-153.7952184,22075,2,5,0.0,0.0,0.387820513,0.157051282,0.0,0.211538462,0.243589744,0.0,629.24055,142,150.0,0.0,2
LACL,2004,220750205,FOSP,U,1,FIVE,LH,60.56701591,-153.7952184,22075,2,5,0.0,0.0,0.387820513,0.157051282,0.0,0.211538462,0.243589744,0.0,629.24055,142,150.0,0.0,2
LACL,2004,220750205,GCSP,U,1,FIVE,LH,60.56701591,-153.7952184,22075,2,5,0.0,0.0,0.387820513,0.157051282,0.0,0.211538462,0.243589744,0.0,629.24055,142,150.0,0.0,2
LACL,2004,220750205,GCSP,U,1,FIVE,LH,60.56701591,-153.7952184,22075,2,5,0.0,0.0,0.387820513,0.157051282,0.0,0.211538462,0.243589744,0.0,629.24055,142,150.0,0.0,2
LACL,2004,220750205,GCSP,U,1,FIVE,LH,60.56701591,-153.7952184,22075,2,5,0.0,0.0,0.387820513,0.157051282,0.0,0.211538462,0.243589744,0.0,629.24055,142,150.0,0.0,2
LACL,2004,220750205,GCSP,U,1,FIVE,LH,60.56701591,-153.7952184,22075,2,5,0.0,0.0,0.387820513,0.157051282,0.0,0.211538462,0.243589744,0.0,629.24055,142,150.0,0.0,2
LACL,2004,220750205,WIWA,U,1,FIVE,LH,60.56701591,-153.7952184,22075,2,5,0.0,0.0,0.387820513,0.157051282,0.0,0.211538462,0.243589744,0.0,629.24055,142,150.0,0.0,2
LACL,2004,223180105,GCSP,U,1,FIVE,AR,60.71742388,-153.0280397,22318,1,5,0.0,0.0,0.652733119,0.347266881,0.0,0.0,0.0,0.0,816.3414857,149,150.0,0.0,1
LACL,2004,218410101,ATSP,U,1,FIVE,AR,60.52578106,-152.9455304,21841,1,1,0.015822785,0.0,0.212025316,0.259493671,0.0,0.0,0.022151899,0.490506329,630.8076632,149,150.0,0.0,2
LACL,2004,218410101,FOSP,U,1,FIVE,AR,60.52578106,-152.9455304,21841,1,1,0.015822785,0.0,0.212025316,0.259493671,0.0,0.0,0.022151899,0.490506329,630.8076632,149,150.0,0.0,2
LACL,2004,218410101,GCSP,U,1,FIVE,AR,60.52578106,-152.9455304,21841,1,1,0.015822785,0.0,0.212025316,0.259493671,0.0,0.0,0.022151899,0.490506329,630.8076632,149,150.0,0.0,2
