park,year,PTP,species,sex,number,survey_class,ecoregion,latitude,longitude,plot,transect,point,water,wetland,shrub,dshrub,dec,mixed,spruce,baresnow,elev_m,jdate,radius,sound,obsnum
LACL,2004,211150203,HETH,M,1,FIVE,AR,60.12323094,-154.3690902,21115,2,3,0.0,0.0,0.509493671,0.462025316,0.0,0.0,0.028481013,0.0,626.5404632,138,150.0,0.15,2
KATM,2005,172840403,AMPI,M,1,FIVE,AP,58.6471653,-154.9584354,17284,4,3,0.0,0.0,0.126582278,0.873417722,0.0,0.0,0.0,0.0,816.2223158,140,150.0,0.0,2
KATM,2005,172840403,AMPI,M,1,FIVE,AP,58.6471653,-154.9584354,17284,4,3,0.0,0.0,0.126582278,0.873417722,0.0,0.0,0.0,0.0,816.2223158,140,150.0,0.0,2
KATM,2005,172840403,FOSP,M,1,FIVE,AP,58.6471653,-154.9584354,17284,4,3,0.0,0.0,0.126582278,0.873417722,0.0,0.0,0.0,0.0,816.2223158,140,150.0,0.0,2
KATM,2005,172840403,ROPT,M,1,FIVE,AP,58.6471653,-154.9584354,17284,4,3,0.0,0.0,0.126582278,0.873417722,0.0,0.0,0.0,0.0,816.2223158,140,150.0,0.0,2
KATM,2005,184810303,AMRO,M,1,FIVE,AP,59.06923763,-154.9040179,18481,3,3,0.0,0.0,0.793650794,0.155555556,0.0,0.0,0.0,0.050793651,353.6802947,137,50.0,0.2,2
KATM,2005,184810303,FOSP,M,1,FIVE,AP,59.06923763,-154.9040179,18481,3,3,0.0,0.0,0.793650794,0.155555556,0.0,0.0,0.0,0.050793651,353.6802947,137,50.0,0.2,2
KATM,2005,184810303,FOSP,M,1,FIVE,AP,59.06923763,-154.9040179,18481,3,3,0.0,0.0,0.793650794,0.155555556,0.0,0.0,0.0,0.050793651,353.6802947,137,50.0,0.2,2
KATM,2005,184810303,FOSP,M,1,FIVE,AP,59.06923763,-154.9040179,18481,3,3,0.0,0.0,0.793650794,0.155555556,0.0,0.0,0.0,0.050793651,353.6802947,137,50.0,0.2,2
KATM,2005,184810303,FOSP,M,1,FIVE,AP,59.06923763,-154.9040179,18481,3,3,0.0,0.0,0.793650794,0.155555556,0.0,0.0,0.0,0.050793651,353.6802947,137,50.0,0.2,2
KATM,2005,184810303,FOSP,M,1,FIVE,AP,59.06923763,-154.9040179,18481,3,3,0.0,0.0,0.793650794,0.155555556,0.0,0.0,0.0,0.050793651,353.6802947,137,50.0,0.2,2
KATM,2005,184810303,WIWA,M,1,FIVE,AP,59.06923763,-154.9040179,18481,3,3,0.0,0.0,0.793650794,0.155555556,0.0,0.0,0.0,0.050793651,353.6802947,137,50.0,0.2,2
LACL,2004,227920305,AMPI,M,1,FIVE,LH,60.85212291,-153.8622801,22792,3,5,0.0,0.0,0.0,0.838607595,0.0,0.0,0.0,0.161392405,1218.7428,145,150.0,0.0,2
KATM,2005,177590103,AMRO,M,1,FIVE,AP,58.77696142,-155.5386456,17759,1,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,312.54192,135,50.0,0.6,1
KATM,2005,177590103,GCSP,M,1,FIVE,AP,58.77696142,-155.5386456,17759,1,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,312.54192,135,50.0,0.6,1
KATM,2005,177590103,GCSP,M,1,FIVE,AP,58.77696142,-155.5386456,17759,1,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,312.54192,135,50.0,0.6,1
KATM,2005,177590103,GCSP,M,1,FIVE,AP,58.77696142,-155.5386456,17759,1,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,312.54192,135,50.0,0.6,1
LACL,2004,232740204,HETH,M,1,FIVE,AR,61.04300634,-153.2834476,23274,2,4,0.098101266,0.025316456,0.405063291,0.0,0.012658228,0.0,0.180379747,0.278481013,443.4114286,148,150.0,0.9,1
KATM,2005,177590103,OCWA,M,1,FIVE,AP,58.77696142,-155.5386456,17759,1,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,312.54192,135,50.0,0.6,1
KATM,2005,177590103,OCWA,M,1,FIVE,AP,58.77696142,-155.5386456,17759,1,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,312.54192,135,50.0,0.6,1
KATM,2005,177590103,SAVS,M,1,FIVE,AP,58.77696142,-155.5386456,17759,1,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,312.54192,135,50.0,0.6,1
KATM,2005,177590103,WCSP,M,1,FIVE,AP,58.77696142,-155.5386456,17759,1,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,312.54192,135,50.0,0.6,1
LACL,2004,232740204,WIWA,M,1,FIVE,AR,61.04300634,-153.2834476,23274,2,4,0.098101266,0.025316456,0.405063291,0.0,0.012658228,0.0,0.180379747,0.278481013,443.4114286,148,150.0,0.9,1
LACL,2004,232740204,WIWA,M,1,FIVE,AR,61.04300634,-153.2834476,23274,2,4,0.098101266,0.025316456,0.405063291,0.0,0.012658228,0.0,0.180379747,0.278481013,443.4114286,148,150.0,0.9,1
KATM,2005,177590103,WIWA,M,1,FIVE,AP,58.77696142,-155.5386456,17759,1,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,312.54192,135,50.0,0.6,1
LACL,2004,232740204,YRWA,M,1,FIVE,AR,61.04300634,-153.2834476,23274,2,4,0.098101266,0.025316456,0.405063291,0.0,0.012658228,0.0,0.180379747,0.278481013,443.4114286,148,150.0,0.9,1
LACL,2004,232740204,YRWA,M,1,FIVE,AR,61.04300634,-153.2834476,23274,2,4,0.098101266,0.025316456,0.405063291,0.0,0.012658228,0.0,0.180379747,0.278481013,443.4114286,148,150.0,0.9,1
LACL,2004,230310101,ATSP,M,1,FIVE,LH,60.88182352,-153.8362398,23031,1,1,0.0,0.0,0.436708861,0.474683544,0.018987342,0.0,0.0,0.069620253,866.1654,144,150.0,0.0,1
LACL,2004,230310101,GCSP,M,1,FIVE,LH,60.88182352,-153.8362398,23031,1,1,0.0,0.0,0.436708861,0.474683544,0.018987342,0.0,0.0,0.069620253,866.1654,144,150.0,0.0,1
LACL,2004,230310101,WCSP,M,1,FIVE,LH,60.88182352,-153.8362398,23031,1,1,0.0,0.0,0.436708861,0.474683544,0.018987342,0.0,0.0,0.069620253,866.1654,144,150.0,0.0,1
LACL,2004,206380102,AMPI,M,1,FIVE,AR,60.01029585,-154.1178282,20638,1,2,0.0,0.0,0.0,0.584664537,0.0,0.0,0.0,0.415335463,996.9526737,140,150.0,0.0,1
KATM,2005,165620204,AMPI,M,1,FIVE,BBL,58.26636077,-155.7103996,16562,2,4,0.006329114,0.0,0.550632911,0.443037975,0.0,0.0,0.0,0.0,406.1379789,132,150.0,0.0,1
LACL,2004,206380102,AMPI,M,1,FIVE,AR,60.01029585,-154.1178282,20638,1,2,0.0,0.0,0.0,0.584664537,0.0,0.0,0.0,0.415335463,996.9526737,140,150.0,0.0,1
KATM,2005,165620204,HETH,M,1,FIVE,BBL,58.26636077,-155.7103996,16562,2,4,0.006329114,0.0,0.550632911,0.443037975,0.0,0.0,0.0,0.0,406.1379789,132,150.0,0.0,1
KATM,2005,182410103,AMPI,M,1,FIVE,AP,58.94424677,-155.0557835,18241,1,3,0.0,0.0,0.003215434,0.961414791,0.0,0.0,0.0,0.035369775,755.6152421,137,150.0,0.0,2
KATM,2005,182410103,AMPI,M,1,FIVE,AP,58.94424677,-155.0557835,18241,1,3,0.0,0.0,0.003215434,0.961414791,0.0,0.0,0.0,0.035369775,755.6152421,137,150.0,0.0,2
KATM,2005,175160104,AMRO,M,1,FIVE,AP,58.5608265,-156.165426,17516,1,4,0.037974684,0.0,0.848101266,0.113924051,0.0,0.0,0.0,0.0,277.15464,133,50.0,0.25,2
KATM,2005,175160104,ATSP,M,1,FIVE,AP,58.5608265,-156.165426,17516,1,4,0.037974684,0.0,0.848101266,0.113924051,0.0,0.0,0.0,0.0,277.15464,133,50.0,0.25,2
KATM,2005,175160104,FOSP,M,1,FIVE,AP,58.5608265,-156.165426,17516,1,4,0.037974684,0.0,0.848101266,0.113924051,0.0,0.0,0.0,0.0,277.15464,133,50.0,0.25,2
KATM,2005,175160104,GCSP,M,1,FIVE,AP,58.5608265,-156.165426,17516,1,4,0.037974684,0.0,0.848101266,0.113924051,0.0,0.0,0.0,0.0,277.15464,133,50.0,0.25,2
KATM,2005,175160104,HETH,M,1,FIVE,AP,58.5608265,-156.165426,17516,1,4,0.037974684,0.0,0.848101266,0.113924051,0.0,0.0,0.0,0.0,277.15464,133,50.0,0.25,2
KATM,2005,175160104,SAVS,M,1,FIVE,AP,58.5608265,-156.165426,17516,1,4,0.037974684,0.0,0.848101266,0.113924051,0.0,0.0,0.0,0.0,277.15464,133,50.0,0.25,2
KATM,2006,163310304,FOSP,M,1,FIVE,AP,58.28818222,-154.3857948,16331,3,4,0.0,0.0,0.837060703,0.162939297,0.0,0.0,0.0,0.0,402.5972571,150,150.0,0.9,1
LACL,2006,206450205,FOSP,M,1,FIVE,AR,60.1210389,-152.8729475,20645,2,5,0.0,0.0,0.980645161,0.016129032,0.0,0.0,0.003225806,0.0,456.72756,155,150.0,0.1,1
LACL,2006,206450205,FOSP,M,1,FIVE,AR,60.1210389,-152.8729475,20645,2,5,0.0,0.0,0.980645161,0.016129032,0.0,0.0,0.003225806,0.0,456.72756,155,150.0,0.1,1
LACL,2006,206450205,GCSP,M,1,FIVE,AR,60.1210389,-152.8729475,20645,2,5,0.0,0.0,0.980645161,0.016129032,0.0,0.0,0.003225806,0.0,456.72756,155,150.0,0.1,1
KATM,2006,163310304,GCSP,M,1,FIVE,AP,58.28818222,-154.3857948,16331,3,4,0.0,0.0,0.837060703,0.162939297,0.0,0.0,0.0,0.0,402.5972571,150,150.0,0.9,1
KATM,2006,163310304,GCSP,M,1,FIVE,AP,58.28818222,-154.3857948,16331,3,4,0.0,0.0,0.837060703,0.162939297,0.0,0.0,0.0,0.0,402.5972571,150,150.0,0.9,1
KATM,2006,163310304,GCSP,M,1,FIVE,AP,58.28818222,-154.3857948,16331,3,4,0.0,0.0,0.837060703,0.162939297,0.0,0.0,0.0,0.0,402.5972571,150,150.0,0.9,1
LACL,2006,206450205,GCSP,M,1,FIVE,AR,60.1210389,-152.8729475,20645,2,5,0.0,0.0,0.980645161,0.016129032,0.0,0.0,0.003225806,0.0,456.72756,155,150.0,0.1,1
LACL,2006,206450205,HETH,M,1,FIVE,AR,60.1210389,-152.8729475,20645,2,5,0.0,0.0,0.980645161,0.016129032,0.0,0.0,0.003225806,0.0,456.72756,155,150.0,0.1,1
KATM,2006,163310304,HETH,M,1,FIVE,AP,58.28818222,-154.3857948,16331,3,4,0.0,0.0,0.837060703,0.162939297,0.0,0.0,0.0,0.0,402.5972571,150,150.0,0.9,1
LACL,2006,206450205,HETH,M,1,FIVE,AR,60.1210389,-152.8729475,20645,2,5,0.0,0.0,0.980645161,0.016129032,0.0,0.0,0.003225806,0.0,456.72756,155,150.0,0.1,1
KATM,2006,163310304,WIWA,M,1,FIVE,AP,58.28818222,-154.3857948,16331,3,4,0.0,0.0,0.837060703,0.162939297,0.0,0.0,0.0,0.0,402.5972571,150,150.0,0.9,1
KATM,2006,163310304,WIWA,M,1,FIVE,AP,58.28818222,-154.3857948,16331,3,4,0.0,0.0,0.837060703,0.162939297,0.0,0.0,0.0,0.0,402.5972571,150,150.0,0.9,1
LACL,2004,208800102,AMPI,M,1,FIVE,AR,60.16055563,-153.6195232,20880,1,2,0.0,0.0,0.0,0.126984127,0.0,0.0,0.0,0.873015873,922.3889684,141,150.0,0.0,1
LACL,2004,208800102,AMPI,M,1,FIVE,AR,60.16055563,-153.6195232,20880,1,2,0.0,0.0,0.0,0.126984127,0.0,0.0,0.0,0.873015873,922.3889684,141,150.0,0.0,1
LACL,2004,208750102,FOSP,M,1,FIVE,AR,60.02850453,-154.5281362,20875,1,2,0.0,0.0,0.860759494,0.044303797,0.069620253,0.0,0.025316456,0.0,389.4702316,138,150.0,0.15,1
LACL,2004,208750102,GCSP,M,1,FIVE,AR,60.02850453,-154.5281362,20875,1,2,0.0,0.0,0.860759494,0.044303797,0.069620253,0.0,0.025316456,0.0,389.4702316,138,150.0,0.15,1
LACL,2004,208750102,GCSP,M,1,FIVE,AR,60.02850453,-154.5281362,20875,1,2,0.0,0.0,0.860759494,0.044303797,0.069620253,0.0,0.025316456,0.0,389.4702316,138,150.0,0.15,1
LACL,2004,208750102,GCSP,M,1,FIVE,AR,60.02850453,-154.5281362,20875,1,2,0.0,0.0,0.860759494,0.044303797,0.069620253,0.0,0.025316456,0.0,389.4702316,138,150.0,0.15,1
LACL,2004,208750102,WIWA,M,1,FIVE,AR,60.02850453,-154.5281362,20875,1,2,0.0,0.0,0.860759494,0.044303797,0.069620253,0.0,0.025316456,0.0,389.4702316,138,150.0,0.15,1
KATM,2005,170470301,AMPI,M,1,FIVE,AP,58.54408608,-154.5776527,17047,3,1,0.0,0.0,0.246794872,0.679487179,0.0,0.0,0.0,0.073717949,556.39716,141,150.0,0.0,1
